date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:25:49	15526/15526	---M-Z	200	added ('OK')	text/html	etag:%224f6008b-3ca6-5b27c9f393d3a-gzip%22	http://pausedesign.ca/projects/boston-kitchen/boston-kitchen.html	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/boston-kitchen/boston-kitchen.html	(from http://pausedesign.ca/index.html)
17:25:55	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec4-15851%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.4.1/jquery.min.js	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/cdnjs.cloudflare.com/ajax/libs/jquery/3.4.1/jquery.min.js	(from http://pausedesign.ca/index.html)
17:25:55	2771/2771	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec2-ad3%22	https://cdnjs.cloudflare.com/ajax/libs/jquery-mousewheel/3.1.13/jquery.mousewheel.min.js	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/cdnjs.cloudflare.com/ajax/libs/jquery-mousewheel/3.1.13/jquery.mousewheel.min.js	(from http://pausedesign.ca/index.html)
17:25:59	73792/73792	---M-Z	200	added ('OK')	application/javascript	etag:W/%225be08048-12040%22	https://hammerjs.github.io/dist/hammer.js	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/hammerjs.github.io/dist/hammer.js	(from http://pausedesign.ca/index.html)
17:26:13	205061/205061	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03f40-32105%22	https://cdnjs.cloudflare.com/ajax/libs/paper.js/0.12.0/paper-core.min.js	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/cdnjs.cloudflare.com/ajax/libs/paper.js/0.12.0/paper-core.min.js	(from http://pausedesign.ca/index.html)
17:26:15	198689/198689	---M--	200	added ('OK')	image/jpeg	etag:%224f60134-30821-5a3d32142b4c0%22	http://pausedesign.ca/static/images/LinsmoreHP_2.jpg	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/static/images/LinsmoreHP_2.jpg	(from http://pausedesign.ca/index.html)
17:26:19	807911/807911	---M--	200	added ('OK')	image/jpeg	etag:%224f60176-c53e7-5ac9a799fa540%22	http://pausedesign.ca/static/images/131226_PauseStudioA_0066-Edit_10aug.jpg	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/static/images/131226_PauseStudioA_0066-Edit_10aug.jpg	(from http://pausedesign.ca/index.html)
17:26:27	437998/437998	---M--	200	added ('OK')	image/jpeg	etag:%224f6012c-6aeee-58b3380707580%22	http://pausedesign.ca/static/images/Homepage%20121221%20Jason%20Ho%200167_edit.jpg	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/static/images/Homepage%20121221%20Jason%20Ho%200167_edit.jpg	(from http://pausedesign.ca/index.html)
17:26:27	4438/4438	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fd2-1156%22	https://cdnjs.cloudflare.com/ajax/libs/simplex-noise/2.4.0/simplex-noise.min.js	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/cdnjs.cloudflare.com/ajax/libs/simplex-noise/2.4.0/simplex-noise.min.js	(from http://pausedesign.ca/index.html)
17:26:27	24583/24583	---M-Z	200	added ('OK')	application/javascript	etag:%224f62bf5-6007-5d6fb350e976a-gzip%22	http://pausedesign.ca/js/main.js?v=11	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/js/main3f56.js	(from http://pausedesign.ca/index.html)
17:27:25	344664/344664	---M--	200	added ('OK')	font/otf	etag:%224f6011d-54258-5a3a5cc2d3780%22	http://pausedesign.ca/static/fonts/SF%20Pro/SF-Pro-Text-Regular.otf	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/static/fonts/SF%20Pro/SF-Pro-Text-Regular.otf	(from http://pausedesign.ca/css/style.css?v=11)
17:27:26	376192/376192	---M--	200	added ('OK')	font/otf	etag:%224f60115-5bd80-5a3a5cc2d3780%22	http://pausedesign.ca/static/fonts/SF%20Pro/SF-Pro-Text-Bold.otf	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/static/fonts/SF%20Pro/SF-Pro-Text-Bold.otf	(from http://pausedesign.ca/css/style.css?v=11)
17:27:29	376936/376936	---M--	200	added ('OK')	font/otf	etag:%224f6011f-5c068-5a3a5cc2d3780%22	http://pausedesign.ca/static/fonts/SF%20Pro/SF-Pro-Text-Semibold.otf	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/static/fonts/SF%20Pro/SF-Pro-Text-Semibold.otf	(from http://pausedesign.ca/css/style.css?v=11)
17:27:29	377484/377484	---M--	200	added ('OK')	font/otf	etag:%224f6011b-5c28c-5a3a5cc4bbc00%22	http://pausedesign.ca/static/fonts/SF%20Pro/SF-Pro-Text-Medium.otf	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/static/fonts/SF%20Pro/SF-Pro-Text-Medium.otf	(from http://pausedesign.ca/css/style.css?v=11)
17:27:39	79680/79680	---M--	200	added ('OK')	font/otf	etag:%224f600f7-13740-5a3a5cc4bbc00%22	http://pausedesign.ca/static/fonts/HCo_ChronDisplay/OpenType/ChronicleDisp-Bold.otf	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/static/fonts/HCo_ChronDisplay/OpenType/ChronicleDisp-Bold.otf	(from http://pausedesign.ca/css/style.css?v=11)
17:27:42	80104/80104	---M--	200	added ('OK')	font/otf	etag:%224f600fc-138e8-5a3a5cc6a4080%22	http://pausedesign.ca/static/fonts/HCo_ChronDisplay/OpenType/ChronicleDisp-Semibold.otf	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/static/fonts/HCo_ChronDisplay/OpenType/ChronicleDisp-Semibold.otf	(from http://pausedesign.ca/css/style.css?v=11)
17:28:05	141916/141916	---M--	200	added ('OK')	image/jpeg	etag:%224f60130-22a5c-5a3a5cbf02e80%22	http://pausedesign.ca/static/images/kitchen.jpg	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/static/images/kitchen.jpg	(from http://pausedesign.ca/css/style.css?v=11)
17:28:24	365024/365024	---M--	200	added ('OK')	font/otf	etag:%224f60119-591e0-5a3a5cc2d3780%22	http://pausedesign.ca/static/fonts/SF%20Pro/SF-Pro-Text-Light.otf	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/static/fonts/SF%20Pro/SF-Pro-Text-Light.otf	(from http://pausedesign.ca/css/style.css?v=11)
17:28:24	10297/10297	---M-Z	200	added ('OK')	text/css	etag:%224f6009b-2839-5ad50b8532940-gzip%22	http://pausedesign.ca/css/about.css?v=11	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/css/about3f56.css	(from http://pausedesign.ca/about.html)
17:28:55	527727/527727	---M--	200	added ('OK')	image/jpeg	etag:%224f60136-80d6f-5a4aad36bb480%22	http://pausedesign.ca/static/images/LinsmorePJ.jpg	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/static/images/LinsmorePJ.jpg	(from http://pausedesign.ca/css/style.css?v=11)
17:29:09	561694/561694	---M--	200	added ('OK')	image/jpeg	etag:%224f60099-8921e-5b26cf44bdfe6%22	http://pausedesign.ca/static/images/BostonKitchen_projectpagejpg.jpg	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/static/images/BostonKitchen_projectpagejpg.jpg	(from http://pausedesign.ca/css/style.css?v=11)
17:29:14	424554/424554	---M--	200	added ('OK')	image/jpeg	etag:%224f60138-67a6a-5a3a5cbf02e80%22	http://pausedesign.ca/static/images/pause.jpg	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/static/images/pause.jpg	(from http://pausedesign.ca/css/style.css?v=11)
17:29:15	9635/9635	---M-Z	200	added ('OK')	text/css	etag:%224f6009d-25a3-5acb2f8bf5c40-gzip%22	http://pausedesign.ca/css/contact.css?v=11	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/css/contact3f56.css	(from http://pausedesign.ca/contact.html)
17:29:29	208765/208765	---M--	200	added ('OK')	image/jpeg	etag:%224f60125-32f7d-5a8a76d481a80%22	http://pausedesign.ca/static/images/about/jason&scott_mobileimage.jpg	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/static/images/about/jason&scott_mobileimage.jpg	(from http://pausedesign.ca/about.html)
17:29:29	31874/31874	---M-Z	200	added ('OK')	text/css	etag:%224f6009f-7c82-5acb293f4bf80-gzip%22	http://pausedesign.ca/css/projects-style.css?v=11	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/css/projects-style3f56.css	(from http://pausedesign.ca/projects/linsmore/linsmore.html)
17:30:00	188687/188687	---M--	200	added ('OK')	image/png	etag:%224f600d9-2e10f-5a47440731a00%22	http://pausedesign.ca/projects/linsmore/images/header.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/linsmore/images/header.png	(from http://pausedesign.ca/projects/linsmore/linsmore.html)
17:30:20	405307/405307	---M--	200	added ('OK')	image/jpeg	etag:%224f60127-62f3b-5a8fcf0849900%22	http://pausedesign.ca/static/images/contact/header.jpg	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/static/images/contact/header.jpg	(from http://pausedesign.ca/contact.html)
17:31:26	527727/527727	---M--	200	added ('OK')	image/jpeg	etag:%224f600da-80d6f-5a4aad36bb480%22	http://pausedesign.ca/projects/linsmore/images/headerIpad.jpg	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/linsmore/images/headerIpad.jpg	(from http://pausedesign.ca/projects/linsmore/linsmore.html)
17:32:07	221200/221200	---M--	200	added ('OK')	image/png	etag:%224f600d2-36010-5a4749647c200%22	http://pausedesign.ca/projects/linsmore/images/4.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/linsmore/images/4.png	(from http://pausedesign.ca/projects/linsmore/linsmore.html)
17:32:43	879145/879145	---M--	200	added ('OK')	image/png	etag:%224f600cf-d6a29-5a8b3176a2d40%22	http://pausedesign.ca/projects/linsmore/images/1.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/linsmore/images/1.png	(from http://pausedesign.ca/projects/linsmore/linsmore.html)
17:33:44	1167299/1167299	---M--	200	added ('OK')	image/png	etag:%224f600ce-11cfc3-5a8b317e43f40%22	http://pausedesign.ca/projects/linsmore/images/2.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/linsmore/images/2.png	(from http://pausedesign.ca/projects/linsmore/linsmore.html)
17:34:33	263433/263433	---M--	200	added ('OK')	image/png	etag:%224f600d6-40509-5a474cabb7e00%22	http://pausedesign.ca/projects/linsmore/images/7.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/linsmore/images/7.png	(from http://pausedesign.ca/projects/linsmore/linsmore.html)
17:36:05	212337/212337	---M--	200	added ('OK')	image/png	etag:%224f600db-33d71-5a523825b1940%22	http://pausedesign.ca/projects/linsmore/images/sibling-next.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/linsmore/images/sibling-next.png	(from http://pausedesign.ca/projects/linsmore/linsmore.html)
17:36:11	29922/29922	---M--	200	added ('OK')	image/jpeg	etag:%224f600dd-74e2-5b26ce60de561%22	http://pausedesign.ca/projects/linsmore/images/BostonKitchen_small.jpg	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/linsmore/images/BostonKitchen_small.jpg	(from http://pausedesign.ca/projects/linsmore/linsmore.html)
17:36:12	20765/20765	---M-Z	200	added ('OK')	application/javascript	etag:%224f6013d-511d-5a3a5cbf02e80-gzip%22	http://pausedesign.ca/static/js-libs/hammer.min.js	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/static/js-libs/hammer.min.js	(from http://pausedesign.ca/projects/linsmore/linsmore.html)
17:37:18	1042837/1042837	---M--	200	added ('OK')	image/png	etag:%224f600d7-fe995-5a4fe92513fc0%22	http://pausedesign.ca/projects/linsmore/images/8.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/linsmore/images/8.png	(from http://pausedesign.ca/projects/linsmore/linsmore.html)
17:38:35	569207/569207	---M--	200	added ('OK')	image/png	etag:%224f600a8-8af77-58b338c7abc00%22	http://pausedesign.ca/projects/boiler-loft/images/1.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/boiler-loft/images/1.png	(from http://pausedesign.ca/projects/boiler-loft/boiler-loft.html)
17:38:49	561624/561624	---M--	200	added ('OK')	image/png	etag:%224f600a9-891d8-58b338b0c8600%22	http://pausedesign.ca/projects/boiler-loft/images/2.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/boiler-loft/images/2.png	(from http://pausedesign.ca/projects/boiler-loft/boiler-loft.html)
17:39:46	437998/437998	---M--	200	added ('OK')	image/png	etag:%224f600aa-6aeee-58b3380707580%22	http://pausedesign.ca/projects/boiler-loft/images/3.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/boiler-loft/images/3.png	(from http://pausedesign.ca/projects/boiler-loft/boiler-loft.html)
17:39:56	412868/412868	---M--	200	added ('OK')	image/png	etag:%224f600ab-64cc4-58b338e25fb00%22	http://pausedesign.ca/projects/boiler-loft/images/4.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/boiler-loft/images/4.png	(from http://pausedesign.ca/projects/boiler-loft/boiler-loft.html)
17:40:18	433376/433376	---M--	200	added ('OK')	image/png	etag:%224f600ac-69ce0-58b3391026700%22	http://pausedesign.ca/projects/boiler-loft/images/5.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/boiler-loft/images/5.png	(from http://pausedesign.ca/projects/boiler-loft/boiler-loft.html)
17:40:45	585826/585826	---M--	200	added ('OK')	image/png	etag:%224f600ad-8f062-58b337ec53680%22	http://pausedesign.ca/projects/boiler-loft/images/6.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/boiler-loft/images/6.png	(from http://pausedesign.ca/projects/boiler-loft/boiler-loft.html)
17:40:48	319679/319679	---M--	200	added ('OK')	image/png	etag:%224f600af-4e0bf-58b337cfb7300%22	http://pausedesign.ca/projects/boiler-loft/images/8.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/boiler-loft/images/8.png	(from http://pausedesign.ca/projects/boiler-loft/boiler-loft.html)
17:41:02	469270/469270	---M--	200	added ('OK')	image/png	etag:%224f600ae-72916-58b338f943100%22	http://pausedesign.ca/projects/boiler-loft/images/7.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/boiler-loft/images/7.png	(from http://pausedesign.ca/projects/boiler-loft/boiler-loft.html)
17:41:03	108318/108318	---M--	200	added ('OK')	image/png	etag:%224f600b3-1a71e-5ac4bd6186180%22	http://pausedesign.ca/projects/boiler-loft/images/sibling-next.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/boiler-loft/images/sibling-next.png	(from http://pausedesign.ca/projects/boiler-loft/boiler-loft.html)
17:41:09	318443/318443	---M--	200	added ('OK')	image/png	etag:%224f600b0-4dbeb-58b337a1f0700%22	http://pausedesign.ca/projects/boiler-loft/images/9.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/boiler-loft/images/9.png	(from http://pausedesign.ca/projects/boiler-loft/boiler-loft.html)
17:41:17	182983/182983	---M--	200	added ('OK')	image/jpeg	etag:%224f600b4-2cac7-5ac4bcfa86e80%22	http://pausedesign.ca/projects/boiler-loft/images/sibling-prev.jpg	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/boiler-loft/images/sibling-prev.jpg	(from http://pausedesign.ca/projects/boiler-loft/boiler-loft.html)
17:41:38	223476/223476	---M--	200	added ('OK')	image/png	etag:%224f600c7-368f4-58b340c641880%22	http://pausedesign.ca/projects/larchmount-kitchen/images/header.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/larchmount-kitchen/images/header.png	(from http://pausedesign.ca/projects/larchmount-kitchen/larchmount-kitchen.html)
17:41:39	223476/223476	---M--	200	added ('OK')	image/png	etag:%224f600c8-368f4-58b340c641880%22	http://pausedesign.ca/projects/larchmount-kitchen/images/headerIpad.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/larchmount-kitchen/images/headerIpad.png	(from http://pausedesign.ca/projects/larchmount-kitchen/larchmount-kitchen.html)
17:41:54	279762/279762	---M--	200	added ('OK')	image/png	etag:%224f600c2-444d2-58b3409692800%22	http://pausedesign.ca/projects/larchmount-kitchen/images/1.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/larchmount-kitchen/images/1.png	(from http://pausedesign.ca/projects/larchmount-kitchen/larchmount-kitchen.html)
17:41:58	253051/253051	---M--	200	added ('OK')	image/png	etag:%224f600c3-3dc7b-5a89bea120500%22	http://pausedesign.ca/projects/larchmount-kitchen/images/2.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/larchmount-kitchen/images/2.png	(from http://pausedesign.ca/projects/larchmount-kitchen/larchmount-kitchen.html)
17:42:10	187779/187779	---M--	200	added ('OK')	image/png	etag:%224f600c4-2dd83-58b34040bdd80%22	http://pausedesign.ca/projects/larchmount-kitchen/images/4.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/larchmount-kitchen/images/4.png	(from http://pausedesign.ca/projects/larchmount-kitchen/larchmount-kitchen.html)
17:42:30	219631/219631	---M--	200	added ('OK')	image/png	etag:%224f600c5-359ef-58b3402609e80%22	http://pausedesign.ca/projects/larchmount-kitchen/images/5.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/larchmount-kitchen/images/5.png	(from http://pausedesign.ca/projects/larchmount-kitchen/larchmount-kitchen.html)
17:42:32	330698/330698	---M--	200	added ('OK')	image/png	etag:%224f600c6-50bca-58b3405b71c80%22	http://pausedesign.ca/projects/larchmount-kitchen/images/6.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/larchmount-kitchen/images/6.png	(from http://pausedesign.ca/projects/larchmount-kitchen/larchmount-kitchen.html)
17:42:41	261359/261359	---M--	200	added ('OK')	image/png	etag:%224f600c9-3fcef-5ac4f7b533dc0%22	http://pausedesign.ca/projects/larchmount-kitchen/images/sibling-next.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/larchmount-kitchen/images/sibling-next.png	(from http://pausedesign.ca/projects/larchmount-kitchen/larchmount-kitchen.html)
17:42:43	208863/208863	---M--	200	added ('OK')	image/jpeg	etag:%224f600ca-32fdf-5ac4f790f6840%22	http://pausedesign.ca/projects/larchmount-kitchen/images/sibling-prev.jpg	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/larchmount-kitchen/images/sibling-prev.jpg	(from http://pausedesign.ca/projects/larchmount-kitchen/larchmount-kitchen.html)
17:44:00	487358/487358	---M--	200	added ('OK')	image/png	etag:%224f600e5-76fbe-58b3413a9ab00%22	http://pausedesign.ca/projects/pause-studio/images/5.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/pause-studio/images/5.png	(from http://pausedesign.ca/projects/pause-studio/studio-on-queen.html)
17:44:50	304867/304867	---M--	200	added ('OK')	image/png	etag:%224f600e0-4a6e3-58b34171ead80%22	http://pausedesign.ca/projects/pause-studio/images/1.png	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/pause-studio/images/1.png	(from http://pausedesign.ca/projects/pause-studio/studio-on-queen.html)
17:44:54	807911/807911	---M--	200	added ('OK')	image/jpeg	etag:%224f60175-c53e7-5ac9a799fa540%22	http://pausedesign.ca/projects/pause-studio/images/131226_PauseStudioA_0066-Edit_10aug.jpg	C:/Users/wb580314/OneDrive%20-%20WBG/httrack/pause/pause/pausedesign.ca/projects/pause-studio/images/131226_PauseStudioA_0066-Edit_10aug.jpg	(from http://pausedesign.ca/projects/pause-studio/studio-on-queen.html)
